Tournament,Stage,Match Type,Match Name,Map,Team,Elimination,Detonated,Defused,Time Expiry (No Plant),Eliminated,Defused Failed,Detonation Denied,Time Expiry (Failed to Plant)
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Global Esports vs Paper Rex,Sunset,Paper Rex,10,2,1,0,2,0,2,0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Global Esports vs Paper Rex,Icebox,Global Esports,3,0,4,0,12,0,1,0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 3,Global Esports vs Paper Rex,Icebox,Paper Rex,12,0,1,0,3,0,4,0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,BLEED vs Paper Rex,Ascent,BLEED,4,0,1,0,9,1,2,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,BLEED vs Paper Rex,Ascent,Paper Rex,9,1,2,1,4,0,1,0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,BLEED vs Paper Rex,Bind,BLEED,4,2,0,0,8,2,3,0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,BLEED vs Paper Rex,Bind,Paper Rex,8,2,3,0,4,2,0,0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Global Esports vs DetonatioN FocusMe,Split,Global Esports,6,0,3,1,12,1,0,0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Global Esports vs DetonatioN FocusMe,Split,DetonatioN FocusMe,12,1,0,0,6,0,3,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Global Esports vs DetonatioN FocusMe,Lotus,Global Esports,9,3,0,1,5,0,0,0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Global Esports vs DetonatioN FocusMe,Lotus,DetonatioN FocusMe,5,0,0,0,9,3,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Global Esports vs DetonatioN FocusMe,Ascent,Global Esports,9,3,1,0,7,0,2,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Global Esports vs DetonatioN FocusMe,Ascent,DetonatioN FocusMe,7,0,2,2,9,3,1,0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,T1 vs ZETA DIVISION,Bind,T1,8,1,2,0,10,2,1,0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,T1 vs ZETA DIVISION,Bind,ZETA DIVISION,10,2,1,0,8,1,2,0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,T1 vs ZETA DIVISION,Lotus,T1,8,1,4,0,3,2,4,0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,T1 vs ZETA DIVISION,Lotus,ZETA DIVISION,3,2,4,0,8,1,4,0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,T1 vs ZETA DIVISION,Sunset,T1,9,0,4,0,5,2,3,0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,T1 vs ZETA DIVISION,Sunset,ZETA DIVISION,5,2,3,0,9,0,4,0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Team Secret vs Talon Esports,Sunset,Team Secret,7,1,3,2,7,0,4,0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Team Secret vs Talon Esports,Sunset,Talon Esports,7,0,4,0,7,1,3,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Team Secret vs Talon Esports,Lotus,Team Secret,7,2,2,0,9,0,4,0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Team Secret vs Talon Esports,Lotus,Talon Esports,9,0,4,0,7,2,2,0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Team Secret vs Talon Esports,Breeze,Team Secret,5,3,2,0,7,2,4,0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Team Secret vs Talon Esports,Breeze,Talon Esports,7,2,4,0,5,3,2,0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,BLEED vs DRX,Bind,BLEED,6,1,2,0,8,2,2,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,BLEED vs DRX,Bind,DRX,8,2,2,1,6,1,2,0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,BLEED vs DRX,Breeze,BLEED,2,0,2,0,11,1,0,1
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,BLEED vs DRX,Breeze,DRX,11,1,0,1,2,0,2,0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Gen.G vs Rex Regum Qeon,Breeze,Gen.G,8,0,2,3,3,0,0,0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Gen.G vs Rex Regum Qeon,Breeze,Rex Regum Qeon,3,0,0,0,8,0,2,3
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Gen.G vs Rex Regum Qeon,Ascent,Gen.G,7,2,0,2,10,0,3,0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Gen.G vs Rex Regum Qeon,Ascent,Rex Regum Qeon,10,0,3,0,7,2,0,2
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Gen.G vs Rex Regum Qeon,Split,Gen.G,7,1,1,1,9,0,4,0
Champions Tour 2024: Pacific Stage 1,Regular Season,Week 4,Gen.G vs Rex Regum Qeon,Split,Rex Regum Qeon,9,0,4,0,7,1,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Team Secret vs T1,Lotus,Team Secret,6,1,0,0,11,0,2,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Team Secret vs T1,Lotus,T1,11,0,2,0,6,1,0,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Team Secret vs T1,Sunset,Team Secret,3,0,8,0,9,0,4,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Team Secret vs T1,Sunset,T1,9,0,4,0,3,0,8,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Paper Rex vs Talon Esports,Lotus,Paper Rex,12,1,0,0,0,0,0,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Paper Rex vs Talon Esports,Lotus,Talon Esports,0,0,0,0,12,1,0,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Paper Rex vs Talon Esports,Sunset,Paper Rex,10,1,2,0,6,0,3,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Paper Rex vs Talon Esports,Sunset,Talon Esports,6,0,3,0,10,1,2,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Paper Rex vs Talon Esports,Bind,Paper Rex,4,1,2,0,8,3,2,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Knockout Round,Paper Rex vs Talon Esports,Bind,Talon Esports,8,3,2,0,4,1,2,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Gen.G vs T1,Ascent,Gen.G,7,0,1,1,7,2,3,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Gen.G vs T1,Ascent,T1,7,2,3,1,7,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Gen.G vs T1,Sunset,Gen.G,13,0,0,0,7,0,1,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Gen.G vs T1,Sunset,T1,7,0,1,0,13,0,0,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Gen.G vs T1,Breeze,Gen.G,5,2,0,0,6,3,3,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,Gen.G vs T1,Breeze,T1,6,3,3,1,5,2,0,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,DRX vs Paper Rex,Lotus,DRX,5,1,0,0,10,2,1,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,DRX vs Paper Rex,Lotus,Paper Rex,10,2,1,0,5,1,0,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,DRX vs Paper Rex,Ascent,DRX,11,0,1,1,8,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,DRX vs Paper Rex,Ascent,Paper Rex,8,0,1,1,11,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,DRX vs Paper Rex,Bind,DRX,5,0,1,0,11,1,1,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Semifinals,DRX vs Paper Rex,Bind,Paper Rex,11,1,1,0,5,0,1,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,T1 vs Paper Rex,Lotus,T1,1,1,1,0,11,1,1,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,T1 vs Paper Rex,Lotus,Paper Rex,11,1,1,0,1,1,1,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,T1 vs Paper Rex,Sunset,T1,3,1,1,0,11,0,2,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Upper Final,T1 vs Paper Rex,Sunset,Paper Rex,11,0,2,0,3,1,1,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Gen.G vs DRX,Bind,Gen.G,4,1,2,1,6,3,2,2
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Gen.G vs DRX,Bind,DRX,6,3,2,2,4,1,2,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Gen.G vs DRX,Sunset,Gen.G,11,2,0,0,8,2,1,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Gen.G vs DRX,Sunset,DRX,8,2,1,0,11,2,0,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Gen.G vs DRX,Ascent,Gen.G,7,3,3,0,3,2,1,2
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Round 1,Gen.G vs DRX,Ascent,DRX,3,2,1,2,7,3,3,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,T1 vs Gen.G,Lotus,T1,2,0,0,0,10,0,3,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,T1 vs Gen.G,Lotus,Gen.G,10,0,3,0,2,0,0,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,T1 vs Gen.G,Icebox,T1,7,0,4,0,12,1,0,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,T1 vs Gen.G,Icebox,Gen.G,12,1,0,0,7,0,4,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,T1 vs Gen.G,Bind,T1,7,0,2,0,7,2,2,2
Champions Tour 2024: Pacific Stage 1,Playoffs,Lower Final,T1 vs Gen.G,Bind,Gen.G,7,2,2,2,7,0,2,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Paper Rex vs Gen.G,Lotus,Paper Rex,6,1,1,1,11,0,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Paper Rex vs Gen.G,Lotus,Gen.G,11,0,1,1,6,1,1,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Paper Rex vs Gen.G,Sunset,Paper Rex,11,1,0,1,8,0,1,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Paper Rex vs Gen.G,Sunset,Gen.G,8,0,1,0,11,1,0,1
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Paper Rex vs Gen.G,Icebox,Paper Rex,8,1,4,0,7,1,3,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Paper Rex vs Gen.G,Icebox,Gen.G,7,1,3,0,8,1,4,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Paper Rex vs Gen.G,Bind,Paper Rex,9,0,0,0,9,3,1,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Paper Rex vs Gen.G,Bind,Gen.G,9,3,1,0,9,0,0,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Paper Rex vs Gen.G,Split,Paper Rex,10,3,0,0,6,0,2,0
Champions Tour 2024: Pacific Stage 1,Playoffs,Grand Final,Paper Rex vs Gen.G,Split,Gen.G,6,0,2,0,10,3,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Icebox,Karmine Corp,7,1,3,2,7,0,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Icebox,FunPlus Phoenix,7,0,1,0,7,1,3,2
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Lotus,Karmine Corp,9,1,3,0,6,2,2,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Karmine Corp vs FunPlus Phoenix,Lotus,FunPlus Phoenix,6,2,2,0,9,1,3,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Icebox,Gen.G,10,1,2,0,8,0,3,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Icebox,LOUD,8,0,3,0,10,1,2,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Breeze,Gen.G,5,2,1,0,9,1,3,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Breeze,LOUD,9,1,3,0,5,2,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Ascent,Gen.G,12,0,1,0,4,0,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Gen.G vs LOUD,Ascent,LOUD,4,0,1,0,12,0,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Sunset,EDward Gaming,4,2,2,0,11,2,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Sunset,Paper Rex,11,2,0,0,4,2,2,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Bind,EDward Gaming,8,1,3,1,7,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Bind,Paper Rex,7,0,1,1,8,1,3,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Split,EDward Gaming,8,1,4,0,6,2,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,EDward Gaming vs Paper Rex,Split,Paper Rex,6,2,1,0,8,1,4,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Lotus,Sentinels,12,0,1,0,6,2,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Lotus,Team Heretics,6,2,1,0,12,0,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Sunset,Sentinels,4,0,1,0,5,1,7,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Sunset,Team Heretics,5,1,7,0,4,0,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Bind,Sentinels,8,1,4,0,4,3,4,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 1,Sentinels vs Team Heretics,Bind,Team Heretics,4,3,4,0,8,1,4,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Sentinels vs Karmine Corp,Split,Sentinels,4,4,4,1,5,1,2,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Sentinels vs Karmine Corp,Split,Karmine Corp,5,1,2,0,4,4,4,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Sentinels vs Karmine Corp,Lotus,Sentinels,7,2,4,0,6,2,2,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Sentinels vs Karmine Corp,Lotus,Karmine Corp,6,2,2,1,7,2,4,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,EDward Gaming vs Gen.G,Icebox,EDward Gaming,11,0,2,0,6,1,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,EDward Gaming vs Gen.G,Icebox,Gen.G,6,1,0,1,11,0,2,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,EDward Gaming vs Gen.G,Split,EDward Gaming,2,0,3,0,10,1,2,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,EDward Gaming vs Gen.G,Split,Gen.G,10,1,2,0,2,0,3,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,EDward Gaming vs Gen.G,Breeze,EDward Gaming,4,2,0,0,12,1,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,EDward Gaming vs Gen.G,Breeze,Gen.G,12,1,0,0,4,2,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,FunPlus Phoenix vs LOUD,Sunset,FunPlus Phoenix,5,0,0,0,8,2,3,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,FunPlus Phoenix vs LOUD,Sunset,LOUD,8,2,3,0,5,0,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,FunPlus Phoenix vs LOUD,Breeze,FunPlus Phoenix,6,1,3,1,4,3,5,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,FunPlus Phoenix vs LOUD,Breeze,LOUD,4,3,5,1,6,1,3,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Team Heretics vs Paper Rex,Sunset,Team Heretics,2,2,6,0,9,1,3,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Team Heretics vs Paper Rex,Sunset,Paper Rex,9,1,3,0,2,2,6,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Team Heretics vs Paper Rex,Lotus,Team Heretics,7,2,4,0,7,2,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Team Heretics vs Paper Rex,Lotus,Paper Rex,7,2,1,0,7,2,4,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Team Heretics vs Paper Rex,Split,Team Heretics,6,0,0,1,11,0,2,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 2,Team Heretics vs Paper Rex,Split,Paper Rex,11,0,2,0,6,0,0,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,LOUD vs EDward Gaming,Icebox,LOUD,8,3,2,0,1,0,1,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,LOUD vs EDward Gaming,Icebox,EDward Gaming,1,0,1,0,8,3,2,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,LOUD vs EDward Gaming,Sunset,LOUD,9,0,4,0,2,1,0,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,LOUD vs EDward Gaming,Sunset,EDward Gaming,2,1,0,0,9,0,4,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,Karmine Corp vs Paper Rex,Bind,Karmine Corp,6,1,3,0,8,2,3,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,Karmine Corp vs Paper Rex,Bind,Paper Rex,8,2,3,0,6,1,3,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,Karmine Corp vs Paper Rex,Lotus,Karmine Corp,3,3,6,1,1,3,2,0
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,Karmine Corp vs Paper Rex,Lotus,Paper Rex,1,3,2,0,3,3,6,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,Karmine Corp vs Paper Rex,Ascent,Karmine Corp,9,1,2,0,12,0,1,1
Champions Tour 2024: Masters Madrid,Swiss Stage,Round 3,Karmine Corp vs Paper Rex,Ascent,Paper Rex,12,0,1,1,9,1,2,0
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Gen.G vs Paper Rex,Split,Gen.G,11,1,0,1,8,0,0,0
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Gen.G vs Paper Rex,Split,Paper Rex,8,0,0,0,11,1,0,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Gen.G vs Paper Rex,Lotus,Gen.G,9,0,4,0,7,1,1,0
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Gen.G vs Paper Rex,Lotus,Paper Rex,7,1,1,0,9,0,4,0
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sentinels vs LOUD,Split,Sentinels,12,1,0,0,1,0,3,0
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sentinels vs LOUD,Split,LOUD,1,0,3,0,12,1,0,0
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sentinels vs LOUD,Icebox,Sentinels,5,2,5,0,5,3,6,0
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sentinels vs LOUD,Icebox,LOUD,5,3,6,0,5,2,5,0
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sentinels vs LOUD,Sunset,Sentinels,7,3,2,2,5,3,4,0
Champions Tour 2024: Masters Madrid,Playoffs,Upper Semifinals,Sentinels vs LOUD,Sunset,LOUD,5,3,4,0,7,3,2,2
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Gen.G vs Sentinels,Split,Gen.G,7,4,1,1,5,0,0,0
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Gen.G vs Sentinels,Split,Sentinels,5,0,0,0,7,4,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Gen.G vs Sentinels,Lotus,Gen.G,3,0,2,2,8,2,3,0
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Gen.G vs Sentinels,Lotus,Sentinels,8,2,3,0,3,0,2,2
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Gen.G vs Sentinels,Breeze,Gen.G,7,1,4,1,3,0,0,0
Champions Tour 2024: Masters Madrid,Playoffs,Upper Final,Gen.G vs Sentinels,Breeze,Sentinels,3,0,0,0,7,1,4,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Paper Rex vs LOUD,Ascent,Paper Rex,10,2,1,0,9,0,2,0
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Paper Rex vs LOUD,Ascent,LOUD,9,0,2,0,10,2,1,0
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Paper Rex vs LOUD,Sunset,Paper Rex,11,0,1,1,4,1,3,0
Champions Tour 2024: Masters Madrid,Playoffs,Lower Round 1,Paper Rex vs LOUD,Sunset,LOUD,4,1,3,0,11,0,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Sentinels vs Paper Rex,Lotus,Sentinels,10,1,3,0,8,0,4,0
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Sentinels vs Paper Rex,Lotus,Paper Rex,8,0,4,0,10,1,3,0
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Sentinels vs Paper Rex,Ascent,Sentinels,9,2,2,0,5,1,0,0
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Sentinels vs Paper Rex,Ascent,Paper Rex,5,1,0,0,9,2,2,0
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Sentinels vs Paper Rex,Split,Sentinels,5,0,0,0,13,0,0,0
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Sentinels vs Paper Rex,Split,Paper Rex,13,0,0,0,5,0,0,0
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Sentinels vs Paper Rex,Sunset,Sentinels,8,1,4,0,3,0,0,0
Champions Tour 2024: Masters Madrid,Playoffs,Lower Final,Sentinels vs Paper Rex,Sunset,Paper Rex,3,0,0,0,8,1,4,0
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Gen.G vs Sentinels,Breeze,Gen.G,9,2,1,1,4,0,3,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Gen.G vs Sentinels,Breeze,Sentinels,4,0,3,1,9,2,1,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Gen.G vs Sentinels,Bind,Gen.G,7,2,2,1,10,1,2,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Gen.G vs Sentinels,Bind,Sentinels,10,1,2,1,7,2,2,1
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Gen.G vs Sentinels,Ascent,Gen.G,10,1,2,0,5,0,3,0
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Gen.G vs Sentinels,Ascent,Sentinels,5,0,3,0,10,1,2,0
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Gen.G vs Sentinels,Split,Gen.G,6,0,4,0,11,1,1,0
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Gen.G vs Sentinels,Split,Sentinels,11,1,1,0,6,0,4,0
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Gen.G vs Sentinels,Icebox,Gen.G,5,0,1,0,6,2,5,0
Champions Tour 2024: Masters Madrid,Playoffs,Grand Final,Gen.G vs Sentinels,Icebox,Sentinels,6,2,5,0,5,0,1,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),NRG Esports vs FURIA,Breeze,NRG Esports,10,1,2,0,6,0,3,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),NRG Esports vs FURIA,Breeze,FURIA,6,0,3,1,10,1,2,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),NRG Esports vs FURIA,Ascent,NRG Esports,8,3,2,0,5,1,2,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),NRG Esports vs FURIA,Ascent,FURIA,5,1,2,0,8,3,2,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Bind,Cloud9,8,2,1,2,4,5,2,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Bind,MIBR,4,5,2,0,8,2,1,2
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Split,Cloud9,4,1,3,0,7,2,3,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Split,MIBR,7,2,3,1,4,1,3,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Lotus,Cloud9,6,2,4,1,4,1,5,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (A),Cloud9 vs MIBR,Lotus,MIBR,4,1,5,0,6,2,4,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Split,LOUD,9,0,4,0,6,1,4,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Split,Sentinels,6,1,4,0,9,0,4,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Ascent,LOUD,5,3,5,0,5,1,3,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),LOUD vs Sentinels,Ascent,Sentinels,5,1,3,0,5,3,5,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Bind,Leviatán,10,2,1,0,4,3,1,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Bind,100 Thieves,4,3,1,1,10,2,1,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Split,Leviatán,3,0,0,0,8,1,3,1
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Split,100 Thieves,8,1,3,1,3,0,0,0
Champions Tour 2024: Americas Kickoff,Group Stage,Opening (B),Leviatán vs 100 Thieves,Icebox,Leviatán,8,0,5,0,5,2,3,1
